rt,serialno,division,puma10,puma20,region,st,adjhsg,adjinc,wgtp,np,typehugq,accessinet,acr,ags,bath,bdsp,bld,broadbnd,compothx,conp,dialup,elefp,elep,fs,fulfp,fulp,gasfp,gasp,hfl,hispeed,hotwat,insp,laptop,mhp,mrgi,mrgp,mrgt,mrgx,othsvcex,refr,rmsp,rntm,rntp,rwat,rwatpr,satellite,sink,smartphone,smp,stov,tablet,tel,ten,vacs,valp,veh,watfp,watp,yrblt,cplt,fincp,fparc,grntp,grpip,hhl,hhlanp,hhldragep,hhldrhisp,hhldrrac1p,hht,hht2,hincp,hugcl,hupac,hupaoc,huparc,kit,lngi,multg,mv,noc,npf,npp,nr,nrc,ocpip,partner,plm,plmprp,psf,r18,r60,r65,resmode,smocp,smx,srnt,sval,taxamt,wif,wkexrel,workstat,faccessp,facrp,fagsp,fbathp,fbdsp,fbldp,fbroadbndp,fcompothxp,fconp,fdialupp,felep,ffincp,ffsp,ffulp,fgasp,fgrntp,fhflp,fhincp,fhispeedp,fhotwatp,finsp,fkitp,flaptopp,fmhp,fmrgip,fmrgp,fmrgtp,fmrgxp,fmvp,fothsvcexp,fplmp,fplmprp,frefrp,frmsp,frntmp,frntp,frwatp,frwatprp,fsatellitep,fsinkp,fsmartphonp,fsmocp,fsmp,fsmxhp,fsmxsp,fstovp,ftabletp,ftaxp,ftelp,ftenp,fvacsp,fvalp,fvehp,fwatp,fyrbltp,wgtp1,wgtp2,wgtp3,wgtp4,wgtp5,wgtp6,wgtp7,wgtp8,wgtp9,wgtp10,wgtp11,wgtp12,wgtp13,wgtp14,wgtp15,wgtp16,wgtp17,wgtp18,wgtp19,wgtp20,wgtp21,wgtp22,wgtp23,wgtp24,wgtp25,wgtp26,wgtp27,wgtp28,wgtp29,wgtp30,wgtp31,wgtp32,wgtp33,wgtp34,wgtp35,wgtp36,wgtp37,wgtp38,wgtp39,wgtp40,wgtp41,wgtp42,wgtp43,wgtp44,wgtp45,wgtp46,wgtp47,wgtp48,wgtp49,wgtp50,wgtp51,wgtp52,wgtp53,wgtp54,wgtp55,wgtp56,wgtp57,wgtp58,wgtp59,wgtp60,wgtp61,wgtp62,wgtp63,wgtp64,wgtp65,wgtp66,wgtp67,wgtp68,wgtp69,wgtp70,wgtp71,wgtp72,wgtp73,wgtp74,wgtp75,wgtp76,wgtp77,wgtp78,wgtp79,wgtp80,family_type,median_sss,income,below_ess_inc,below_ess_finc,below_35_finc
H,2019HU0177131,5,51090,-9,3,51,1148217,1159866,23,1,1,1,NA,NA,1,4,04,1,2,NA,2,3,40,2,2,NA,4,70,1,1,9,NA,2,NA,NA,NA,NA,NA,2,1,8,2,460,1,9,2,1,1,NA,1,1,1,3,NA,NA,1,3,70,1950,NA,NA,NA,576,15,1,9500,55,01,1,6,05,45000,0,4,4,4,1,1,1,6,0,NA,0,0,0,NA,0,1,9,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,25,8,35,32,21,26,28,7,23,35,22,36,36,6,23,9,20,24,25,66,20,35,7,6,26,21,23,22,21,8,24,7,7,49,19,37,25,24,31,7,20,6,30,46,18,19,27,6,25,34,27,40,35,6,17,9,23,34,20,33,21,28,9,10,28,24,23,44,20,6,27,7,7,35,24,31,20,19,a1i0p0s0t0,28273.535,45000,No,NA,NA
H,2019HU0177995,5,51090,-9,3,51,1148217,1159866,20,3,1,1,1,NA,1,3,02,1,2,0,2,3,180,2,2,NA,3,NA,3,1,9,0,1,NA,2,1400,1,1,2,1,7,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,240000,2,3,600,1970,1,150000,1,NA,NA,1,9500,30,01,1,1,01,150000,0,1,1,1,1,1,1,4,1,3,0,0,1,13,0,1,9,0,1,0,0,3,1630,3,0,1,3250,2,04,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,35,21,21,6,37,6,7,16,19,33,37,8,19,18,18,6,22,38,27,17,36,18,23,5,22,6,6,23,23,30,41,6,21,15,23,6,19,32,19,16,32,20,20,7,32,6,5,15,16,32,32,7,21,17,25,7,20,35,26,23,39,18,27,6,29,7,5,25,20,36,36,7,17,18,26,5,19,32,a2i1p0s0t0,60440.175,150000,No,No,No
H,2019HU0180159,5,51090,-9,3,51,1148217,1159866,16,1,1,1,1,NA,1,2,03,1,2,0,2,3,60,2,2,NA,4,20,3,1,9,1000,2,NA,2,850,2,1,2,1,4,NA,NA,1,9,2,1,1,500,1,1,1,1,NA,180000,1,3,360,1990,NA,NA,NA,NA,NA,1,9500,53,01,1,4,09,62000,0,4,4,4,1,1,1,3,0,NA,0,0,0,33,0,1,9,0,0,0,0,3,1714,2,0,1,2050,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,17,5,28,23,23,26,15,25,5,16,12,11,3,14,20,19,5,5,15,16,20,4,18,14,34,29,20,30,6,13,16,14,4,14,27,17,4,5,16,15,16,31,4,16,5,3,14,5,29,19,14,21,29,17,6,13,27,24,13,16,15,25,4,19,5,3,17,4,20,20,12,16,25,14,5,17,25,28,15,a1i0p0s0t0,28273.535,62000,No,NA,NA
H,2019HU0181178,5,51089,-9,3,51,1148217,1159866,36,6,1,1,2,1,1,4,02,1,2,0,2,3,150,2,2,NA,3,NA,3,2,9,800,1,NA,1,1000,1,1,2,1,7,NA,NA,1,9,1,1,1,NA,1,1,1,1,NA,165000,4,2,NA,1980,1,90000,3,NA,NA,1,9500,28,01,1,1,01,90000,0,3,3,3,1,1,1,3,3,6,0,0,3,15,0,1,9,0,1,1,0,1,1150,3,0,1,1550,2,01,01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11,36,13,41,31,11,35,66,15,10,68,33,33,94,41,47,31,33,12,29,65,37,54,39,42,55,31,11,72,67,10,36,30,9,36,11,46,28,87,40,13,45,12,29,47,11,42,40,9,10,47,32,32,43,25,63,49,33,14,34,73,32,75,41,32,53,26,12,76,54,11,41,39,17,42,9,29,34,59,a3i2p0s1t0,99797.765,90000,Yes,Yes,No
H,2019HU0182675,5,51090,-9,3,51,1148217,1159866,10,4,1,1,2,1,1,4,02,1,2,0,2,3,180,2,2,NA,4,100,8,1,9,750,1,NA,1,1900,1,1,2,1,8,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,400000,2,2,NA,2010,1,99200,2,NA,NA,1,9500,39,01,1,1,01,99200,0,2,2,2,1,1,1,3,2,4,0,0,2,26,0,1,9,0,1,0,0,3,2180,3,0,1,1850,2,04,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,10,12,19,10,11,9,9,16,10,9,3,3,18,17,3,11,13,16,3,3,10,11,21,10,10,11,11,18,11,11,3,4,16,17,3,9,11,16,4,3,11,10,17,13,12,14,12,15,12,11,3,3,18,16,3,10,8,16,4,2,10,11,19,12,10,12,8,16,11,11,3,3,19,17,3,10,12,a2i0p0s2t0,66051.295,99200,No,No,No
H,2019HU0184759,5,51090,-9,3,51,1148217,1159866,6,2,1,1,1,NA,1,3,02,1,2,0,2,3,110,2,2,NA,3,NA,3,1,9,1200,1,NA,2,1800,1,1,2,1,6,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,350000,2,3,1200,1970,1,124000,4,NA,NA,1,9500,27,01,1,1,02,124000,0,4,4,4,1,1,1,3,0,2,0,0,0,20,0,1,9,0,0,0,0,3,2110,3,0,1,2450,2,01,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,9,5,5,7,6,14,6,8,3,2,11,8,2,7,9,2,6,10,5,10,1,6,5,6,6,2,9,6,11,10,1,2,9,6,1,12,7,10,5,5,1,6,6,5,5,2,5,8,9,9,2,2,14,6,2,9,7,2,6,8,14,5,7,8,6,11,7,6,2,2,8,13,2,5,9,2,8,a2i0p0s0t0,43378.545,124000,No,No,No
H,2019HU0184851,5,51089,-9,3,51,1148217,1159866,18,2,1,1,1,NA,1,3,02,1,2,0,2,3,70,2,2,NA,4,10,4,1,9,4500,1,NA,1,2600,1,1,2,1,9,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,296000,2,3,1200,1939,2,172500,4,NA,NA,3,1290,68,01,1,1,02,172500,0,4,4,4,1,1,1,5,0,2,0,0,0,19,0,1,9,0,0,1,1,3,2780,3,0,1,1350,2,02,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,5,21,20,19,31,16,6,22,5,5,34,20,28,15,19,37,19,22,4,30,29,18,15,14,7,21,32,18,28,26,6,21,6,18,14,6,18,16,6,33,26,16,15,20,6,17,27,15,26,36,7,20,6,21,20,7,17,15,29,5,5,18,19,20,40,20,5,17,5,6,35,18,32,20,18,37,19,18,a2i0p0s0t0,43378.545,172500,No,No,No
H,2019HU0186584,5,51090,-9,3,51,1148217,1159866,15,2,1,1,1,NA,1,2,03,1,2,NA,2,3,60,2,1,NA,1,NA,3,1,9,NA,1,NA,NA,NA,NA,NA,2,1,4,2,1400,1,9,2,1,1,NA,1,1,1,3,NA,NA,1,1,NA,1980,NA,51600,2,1460,34,1,9500,35,02,1,2,10,51600,0,2,2,2,1,1,1,2,1,2,0,0,1,NA,0,1,9,0,1,0,0,1,NA,NA,1,0,NA,1,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,15,3,3,25,24,14,17,14,9,3,19,14,19,13,4,21,13,7,15,21,17,33,31,4,5,29,19,16,18,47,6,19,15,24,26,4,17,30,11,5,17,6,7,22,37,23,18,14,24,9,40,24,18,19,4,30,15,4,13,22,10,18,18,5,5,9,12,9,12,22,4,15,20,14,37,3,13,23,a1i0p0s0t1,41530.675,51600,No,No,No
H,2019HU0186766,5,51090,-9,3,51,1148217,1159866,6,2,1,1,2,1,1,3,02,1,2,0,2,3,100,2,2,NA,3,NA,1,1,9,800,1,NA,NA,NA,NA,3,2,1,10,NA,NA,1,9,2,1,1,NA,1,1,1,2,NA,150000,1,3,600,1939,1,156800,4,NA,NA,1,9500,61,01,1,1,02,156800,0,4,4,4,1,1,1,6,0,2,0,0,0,3,0,1,9,0,0,2,1,1,396,NA,0,1,2150,1,03,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,6,2,14,8,12,7,2,7,4,11,5,2,1,7,6,6,6,6,11,11,6,1,12,8,9,6,2,8,2,10,7,2,2,7,7,7,7,7,13,15,8,3,12,5,10,6,2,7,2,11,7,2,2,7,7,7,7,6,15,10,8,2,8,7,9,10,2,6,2,12,6,1,2,7,7,7,6,6,12,a2i0p0s0t0,43378.545,156800,No,No,No
H,2019HU0187738,5,51090,-9,3,51,1148217,1159866,31,2,1,1,NA,NA,1,2,08,1,1,NA,2,3,120,2,2,NA,3,NA,3,2,9,NA,1,NA,NA,NA,NA,NA,2,1,4,2,1000,1,9,2,1,1,NA,1,1,1,3,NA,NA,2,1,NA,1990,NA,30000,4,1120,45,1,9500,21,01,1,2,11,30000,0,4,4,4,1,1,1,1,0,2,0,0,0,NA,0,1,9,0,0,0,0,2,NA,NA,1,0,NA,2,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,10,10,10,63,36,35,8,52,26,32,42,29,27,59,34,33,22,46,24,47,45,45,42,8,27,35,35,10,30,26,11,31,32,13,23,30,24,13,29,9,10,12,9,49,27,37,9,57,28,26,36,31,23,35,27,37,32,40,29,36,74,51,39,7,33,47,39,8,37,26,10,31,39,10,39,29,35,13,42,a2i0p0s0t0,43378.545,30000,Yes,Yes,Yes
H,2019HU0187768,5,51090,-9,3,51,1148217,1159866,8,1,1,1,1,NA,1,3,02,1,2,0,2,3,80,2,2,NA,4,200,1,1,9,900,1,NA,1,1700,1,1,2,1,7,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,440000,2,3,750,1950,NA,NA,NA,NA,NA,1,9500,77,01,1,6,05,183500,0,4,4,4,1,1,1,7,0,NA,0,0,0,13,0,1,9,0,0,1,1,3,2043,3,0,1,4450,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,9,2,8,8,9,2,8,3,15,7,14,7,8,9,12,14,11,6,14,7,2,8,3,2,14,8,9,9,7,14,11,10,3,2,11,8,15,20,6,2,7,13,7,8,10,16,9,16,3,9,3,7,7,8,3,3,8,6,2,8,15,11,11,11,2,8,3,7,8,2,8,2,15,13,8,8,3,a1i0p0s0t0,28273.535,183500,No,NA,NA
H,2019HU0189114,5,51089,-9,3,51,1148217,1159866,5,2,1,1,1,NA,1,4,02,1,2,0,2,3,560,2,2,NA,3,NA,3,1,9,850,1,NA,1,1800,1,1,2,1,9,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,345000,2,3,800,1970,NA,155000,4,NA,NA,1,9500,33,01,1,2,11,155000,0,4,4,4,1,1,1,2,0,2,0,0,0,19,0,1,9,0,0,0,0,2,2427,3,0,1,2450,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8,5,9,6,5,9,4,9,2,1,5,4,5,10,4,2,6,2,7,11,1,5,2,5,5,2,5,1,10,8,5,4,5,1,3,10,4,12,5,2,10,5,9,5,4,9,6,11,3,1,6,6,5,8,5,2,3,1,6,12,2,4,1,4,6,2,4,2,11,9,5,5,6,2,4,8,5,8,4,a2i0p0s0t0,43378.545,155000,No,No,No
H,2019HU0190040,5,51089,-9,3,51,1148217,1159866,14,3,1,1,1,NA,1,3,02,1,2,0,2,3,360,2,2,NA,3,NA,3,2,9,100,1,NA,1,310,1,1,2,1,4,NA,NA,1,9,2,1,2,NA,1,1,1,1,NA,65000,3,2,NA,1970,NA,47700,4,NA,NA,1,9500,71,01,2,3,07,47700,0,4,4,4,1,1,1,6,0,3,0,0,0,17,0,1,9,0,0,1,1,1,670,3,0,1,525,2,15,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,24,22,25,12,19,17,12,13,3,7,5,12,26,15,6,14,13,5,5,15,7,3,3,12,14,16,15,13,18,17,16,11,4,18,23,13,16,18,32,18,21,17,28,14,24,19,17,11,4,5,4,11,23,14,4,15,16,4,6,21,6,3,6,13,11,14,14,9,15,24,21,16,5,14,20,12,13,19,24,a3i0p0s0t0,51757.69,47700,Yes,Yes,No
H,2019HU0196062,5,51090,-9,3,51,1148217,1159866,7,3,1,1,1,NA,1,4,02,1,2,0,2,3,150,2,3,380,4,10,1,1,9,950,1,NA,1,2300,1,1,2,1,10,NA,NA,1,9,2,1,1,410,1,1,1,1,NA,490000,2,3,1200,1950,1,103660,4,NA,NA,1,9500,54,01,1,1,02,103660,0,4,4,4,1,1,1,3,0,3,0,0,0,35,0,1,9,0,0,0,0,3,3002,2,0,1,4250,3,02,01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,2,13,5,3,3,9,8,9,11,8,13,6,2,14,11,20,18,11,2,7,1,10,9,2,2,8,9,8,6,8,12,7,1,13,7,12,14,8,2,8,3,11,9,3,2,6,8,8,7,8,12,8,3,14,6,15,14,8,3,7,3,12,8,2,2,10,6,10,9,8,12,6,2,12,10,13,11,a3i0p0s0t0,51757.69,103660,No,No,No
H,2019HU0198020,5,51089,-9,3,51,1148217,1159866,57,7,1,1,2,1,1,5,02,1,1,0,2,3,360,2,2,NA,3,NA,3,2,9,700,2,NA,1,900,1,1,2,1,12,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,3135000,6,2,NA,2000,1,67000,2,NA,NA,1,9500,40,01,1,1,01,67000,0,2,2,2,1,1,1,5,4,7,0,0,4,23,0,1,9,0,1,0,0,2,1260,3,0,1,875,2,07,03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53,45,45,60,89,52,63,19,21,105,66,19,63,82,18,16,44,49,103,49,71,63,56,48,90,62,49,17,17,101,108,20,67,95,15,18,67,56,95,63,51,59,72,55,17,68,53,73,85,14,19,85,46,16,72,78,61,63,19,69,44,70,63,51,17,60,49,83,103,21,20,98,50,20,99,110,54,59,16,86,a3i0p0s2t2,87368.255,67000,Yes,Yes,No
H,2019HU0198265,5,51090,-9,3,51,1148217,1159866,37,6,1,1,1,NA,1,4,03,1,2,0,2,3,200,2,2,NA,3,NA,3,1,9,1200,1,NA,1,720,1,1,2,1,6,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,280000,2,3,1400,2010,1,110650,2,NA,NA,1,9500,43,01,2,1,01,110650,0,2,2,2,1,1,1,4,1,6,0,0,1,11,0,1,9,0,1,0,0,3,1037,3,0,1,925,3,03,09,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,52,34,63,37,10,75,46,8,61,30,8,43,17,54,39,31,73,30,49,9,39,44,17,52,51,8,15,65,56,32,44,41,66,56,32,24,11,30,17,65,36,33,58,46,13,71,62,12,40,36,19,28,9,34,42,55,42,41,70,14,29,25,12,24,66,14,10,56,33,38,55,40,59,34,53,47,10,33,12,a5c1,83792.67000000001,110650,No,No,No
H,2019HU0198493,5,51090,-9,3,51,1148217,1159866,64,2,1,1,NA,NA,1,1,07,1,2,NA,2,3,180,2,2,NA,3,NA,3,1,9,NA,1,NA,NA,NA,NA,NA,2,1,2,2,1100,1,9,2,1,1,NA,1,2,1,3,NA,NA,2,2,NA,2010,1,60400,4,1280,25,1,9500,23,01,1,1,02,60400,0,4,4,4,1,1,1,1,0,2,0,0,0,NA,0,1,9,0,0,0,0,2,NA,NA,1,0,NA,2,04,02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89,80,55,73,29,65,82,62,59,20,73,77,88,80,25,22,117,90,32,69,101,85,62,62,24,68,52,59,64,19,67,62,78,75,21,28,117,64,23,72,27,22,53,66,111,80,65,56,68,86,65,86,24,19,90,79,25,82,112,73,22,37,67,46,58,57,61,49,67,75,58,69,28,27,95,97,22,60,82,55,a2i0p0s0t0,43378.545,60400,No,No,No
H,2019HU0199554,5,51089,-9,3,51,1148217,1159866,16,5,1,1,1,NA,1,6,02,1,2,0,2,3,60,2,2,NA,4,30,3,1,9,920,1,NA,1,2100,1,1,2,1,11,NA,NA,1,9,2,1,1,500,1,1,1,1,NA,625000,2,3,70,2000,1,179400,3,NA,NA,1,9500,44,01,1,1,01,179400,0,3,3,3,1,1,1,5,3,5,0,0,3,18,0,1,9,0,1,0,0,3,2696,2,0,1,2650,2,04,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,5,15,15,27,4,30,23,16,17,6,5,25,17,16,14,31,14,19,31,27,17,5,27,18,15,13,13,5,5,18,16,14,5,26,5,18,27,30,16,18,29,15,17,5,34,4,5,17,13,25,31,4,15,18,15,4,18,15,5,5,15,25,5,16,17,16,15,29,28,17,16,16,29,5,24,13,4,6,a2i0p1s2t0,82838.70000000001,179400,No,No,No
H,2019HU0199795,5,51089,-9,3,51,1148217,1159866,13,2,1,1,2,1,1,3,02,1,2,0,2,3,280,2,2,NA,3,NA,3,1,9,1700,1,NA,NA,NA,NA,3,2,1,6,NA,NA,1,9,2,1,1,NA,1,1,1,2,NA,225000,2,2,NA,1980,1,112450,4,NA,NA,1,9500,74,01,1,1,02,112450,0,4,4,4,1,1,1,5,0,2,0,0,0,6,0,1,9,0,0,2,2,3,568,NA,0,1,1750,1,06,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,4,4,4,14,15,13,10,12,28,27,24,12,4,13,23,16,10,4,25,15,4,5,4,13,12,14,13,14,23,20,23,13,4,14,19,12,14,27,4,13,24,25,26,13,12,11,12,14,4,4,4,16,25,11,4,17,13,19,4,13,17,20,23,15,14,14,14,14,3,4,3,13,18,16,5,15,17,5,a2i0p0s0t0,43378.545,112450,No,No,No
H,2019HU0201154,5,51089,-9,3,51,1148217,1159866,10,4,1,2,NA,NA,1,4,07,NA,2,NA,NA,1,NA,2,2,NA,3,NA,3,NA,9,NA,1,NA,NA,NA,NA,NA,NA,1,8,2,2000,1,9,NA,1,1,NA,1,1,1,3,NA,NA,4,1,NA,2000,NA,NA,NA,2000,23,4,1960,49,01,6,5,12,105600,0,4,4,4,1,1,1,1,0,NA,0,1,0,NA,0,1,9,0,0,0,0,3,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4,9,9,3,9,16,13,17,13,10,11,10,9,4,5,4,13,18,16,9,2,9,10,5,12,12,14,14,8,10,10,11,8,4,4,4,8,12,2,8,15,9,12,18,12,4,3,3,7,13,12,12,13,16,15,13,12,3,3,10,19,9,12,16,9,3,3,4,9,9,10,11,11,12,20,18,9,3,16,a1i0p0s0t0,28273.535,105600,No,NA,NA
H,2019HU0201162,5,51089,-9,3,51,1148217,1159866,15,2,1,1,1,NA,1,3,02,1,2,NA,2,3,100,2,2,NA,4,300,2,1,9,NA,1,NA,NA,NA,NA,NA,2,1,5,2,1500,1,9,2,1,1,NA,1,1,1,3,NA,NA,3,3,1000,2000,1,226750,4,1983,10,1,9500,55,01,1,1,02,226750,0,4,4,4,1,1,1,3,0,2,0,0,0,NA,0,1,9,0,0,0,0,3,NA,NA,1,0,NA,2,04,01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,15,14,20,17,21,13,13,4,6,26,24,4,13,26,5,4,15,17,18,22,13,15,18,14,21,14,16,4,4,30,25,5,14,21,4,5,20,15,14,22,13,15,17,14,26,17,14,6,4,25,34,5,15,20,4,4,12,16,16,20,14,17,15,14,24,15,15,4,5,25,29,4,16,24,4,5,16,13,a2i0p0s0t0,43378.545,226750,No,No,No
H,2019HU0205808,5,51089,-9,3,51,1148217,1159866,27,4,1,1,2,1,1,3,02,1,2,0,2,3,240,2,2,NA,3,NA,3,2,9,320,1,NA,1,1200,1,1,2,1,7,NA,NA,1,9,1,1,1,NA,1,2,1,1,NA,185000,2,2,NA,1980,1,60000,2,NA,NA,1,9500,26,01,1,1,01,60000,0,2,2,2,1,1,1,1,2,4,0,0,2,29,0,1,9,0,1,0,0,3,1440,3,0,1,575,2,04,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,45,29,59,24,23,34,23,10,60,53,7,28,37,8,25,7,26,10,24,24,36,26,56,25,20,41,30,8,44,48,7,23,26,7,26,9,27,12,31,27,46,32,38,29,32,62,22,9,40,34,8,23,23,5,23,8,17,10,31,29,36,35,44,21,23,34,31,9,46,47,10,27,43,9,28,6,23,5,a2i0p0s2t0,66051.295,60000,Yes,Yes,No
H,2019HU0206044,5,51090,-9,3,51,1148217,1159866,13,1,1,1,NA,NA,1,2,06,1,2,NA,2,3,40,2,2,NA,1,NA,1,1,9,NA,1,NA,NA,NA,NA,NA,2,1,6,2,900,1,9,2,1,1,NA,1,1,1,3,NA,NA,1,1,NA,1939,NA,NA,NA,940,101,1,9500,64,01,1,4,09,1000,0,4,4,4,1,1,1,6,0,NA,0,0,0,NA,0,1,9,0,0,1,0,3,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,12,5,13,23,13,3,4,13,14,4,25,12,26,14,11,25,3,16,11,11,12,17,14,4,19,16,17,11,15,22,3,14,4,5,12,3,35,9,14,14,18,26,11,4,12,17,22,9,16,19,4,18,4,3,12,5,17,14,12,17,16,3,17,17,11,5,3,11,16,3,24,11,20,27,11,17,5,13,a1i0p0s0t0,28273.535,1000,Yes,NA,NA
