rt,serialno,division,puma10,puma20,region,st,adjhsg,adjinc,wgtp,np,typehugq,accessinet,acr,ags,bath,bdsp,bld,broadbnd,compothx,conp,dialup,elefp,elep,fs,fulfp,fulp,gasfp,gasp,hfl,hispeed,hotwat,insp,laptop,mhp,mrgi,mrgp,mrgt,mrgx,othsvcex,refr,rmsp,rntm,rntp,rwat,rwatpr,satellite,sink,smartphone,smp,stov,tablet,tel,ten,vacs,valp,veh,watfp,watp,yrblt,cplt,fincp,fparc,grntp,grpip,hhl,hhlanp,hhldragep,hhldrhisp,hhldrrac1p,hht,hht2,hincp,hugcl,hupac,hupaoc,huparc,kit,lngi,multg,mv,noc,npf,npp,nr,nrc,ocpip,partner,plm,plmprp,psf,r18,r60,r65,resmode,smocp,smx,srnt,sval,taxamt,wif,wkexrel,workstat,faccessp,facrp,fagsp,fbathp,fbdsp,fbldp,fbroadbndp,fcompothxp,fconp,fdialupp,felep,ffincp,ffsp,ffulp,fgasp,fgrntp,fhflp,fhincp,fhispeedp,fhotwatp,finsp,fkitp,flaptopp,fmhp,fmrgip,fmrgp,fmrgtp,fmrgxp,fmvp,fothsvcexp,fplmp,fplmprp,frefrp,frmsp,frntmp,frntp,frwatp,frwatprp,fsatellitep,fsinkp,fsmartphonp,fsmocp,fsmp,fsmxhp,fsmxsp,fstovp,ftabletp,ftaxp,ftelp,ftenp,fvacsp,fvalp,fvehp,fwatp,fyrbltp,wgtp1,wgtp2,wgtp3,wgtp4,wgtp5,wgtp6,wgtp7,wgtp8,wgtp9,wgtp10,wgtp11,wgtp12,wgtp13,wgtp14,wgtp15,wgtp16,wgtp17,wgtp18,wgtp19,wgtp20,wgtp21,wgtp22,wgtp23,wgtp24,wgtp25,wgtp26,wgtp27,wgtp28,wgtp29,wgtp30,wgtp31,wgtp32,wgtp33,wgtp34,wgtp35,wgtp36,wgtp37,wgtp38,wgtp39,wgtp40,wgtp41,wgtp42,wgtp43,wgtp44,wgtp45,wgtp46,wgtp47,wgtp48,wgtp49,wgtp50,wgtp51,wgtp52,wgtp53,wgtp54,wgtp55,wgtp56,wgtp57,wgtp58,wgtp59,wgtp60,wgtp61,wgtp62,wgtp63,wgtp64,wgtp65,wgtp66,wgtp67,wgtp68,wgtp69,wgtp70,wgtp71,wgtp72,wgtp73,wgtp74,wgtp75,wgtp76,wgtp77,wgtp78,wgtp79,wgtp80,family_type,median_sss,income,below_ess_inc,below_ess_finc,below_35_finc
H,2020HU0920339,5,51090,-9,3,51,1133141,1140108,37,3,1,1,1,NA,1,4,03,1,2,0,2,3,120,2,2,NA,3,NA,3,1,9,1100,1,NA,1,1700,1,1,2,1,6,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,450000,2,3,400,2010,1,109700,1,NA,NA,1,9500,37,01,1,1,01,109700,0,1,1,1,1,1,1,3,1,3,0,0,1,20,0,1,9,0,1,0,0,3,1853,3,0,1,5750,2,01,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,65,34,12,69,55,40,36,11,35,31,36,42,12,36,41,68,64,46,63,63,14,33,58,11,11,35,35,54,36,39,39,35,56,32,37,13,13,30,12,12,52,34,13,80,59,36,42,13,38,40,36,35,13,38,39,61,51,37,53,69,11,35,63,11,15,33,34,69,36,45,37,36,63,44,37,11,12,42,a2i1p0s0t0,60440.175,109700,No,No,No
H,2020HU0921468,5,51089,-9,3,51,1133141,1140108,5,2,1,1,2,1,1,3,02,1,2,0,2,3,140,2,2,NA,3,NA,4,1,9,2400,1,NA,1,1000,1,1,2,1,6,NA,NA,1,9,2,1,1,640,1,1,1,1,NA,299000,3,2,NA,1940,1,147000,4,NA,NA,1,9500,33,01,1,1,02,147000,0,4,4,4,1,1,1,4,0,2,0,0,0,15,0,1,9,0,0,0,0,3,1780,2,0,1,1250,2,02,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,7,6,6,5,8,2,10,5,1,2,1,6,7,1,6,4,7,2,2,5,5,9,9,2,6,6,5,2,5,4,5,7,5,5,2,9,6,5,5,7,10,5,5,4,9,2,6,5,2,2,2,5,7,1,4,4,9,1,2,5,7,8,9,2,4,5,4,2,5,6,5,9,7,4,2,8,5,a2i0p0s0t0,43378.545,147000,No,No,No
H,2020HU0922229,5,51089,-9,3,51,1133141,1140108,9,2,1,1,1,NA,1,5,02,1,2,0,2,3,160,2,2,NA,4,90,2,1,9,1200,1,NA,NA,NA,NA,3,2,1,12,NA,NA,1,9,2,1,1,NA,1,2,1,2,NA,1000000,2,3,520,2000,1,17200,4,NA,NA,1,9500,66,01,1,1,02,17200,0,4,4,4,1,1,1,3,0,2,0,0,0,71,0,1,9,0,0,2,2,3,1018,NA,0,1,7500,0,09,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,8,7,13,2,7,7,3,9,9,3,7,8,8,1,14,13,13,8,12,3,7,9,13,3,7,8,3,7,9,3,10,8,10,2,14,13,10,9,3,16,10,6,3,9,7,8,12,8,10,12,11,7,7,11,3,3,3,10,3,15,7,8,3,12,9,9,15,8,7,15,11,8,8,13,2,2,2,9,a2i0p0s0t0,43378.545,17200,Yes,Yes,Yes
H,2020HU0923286,5,51089,-9,3,51,1133141,1140108,12,2,1,1,2,1,1,3,02,1,2,0,2,3,140,2,2,NA,3,NA,3,2,9,600,2,NA,1,1200,1,1,2,1,5,NA,NA,1,9,2,1,1,NA,1,2,1,1,NA,100000,2,2,NA,2000,NA,48000,4,NA,NA,1,9500,62,01,2,3,07,48000,0,4,4,4,1,1,1,5,0,2,0,0,0,34,0,1,9,0,0,1,0,1,1340,3,0,1,1850,2,13,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13,4,16,12,13,22,8,10,23,9,4,21,21,13,13,6,12,14,11,10,9,4,9,9,28,18,3,3,20,11,4,29,18,11,9,5,25,17,13,15,13,4,10,15,15,34,4,3,17,9,3,29,27,12,13,7,16,13,10,10,11,4,9,10,19,12,6,5,20,12,8,22,15,11,9,3,17,14,18,10,a2i0p0s0t0,43378.545,48000,No,No,No
H,2020HU0923718,5,51089,-9,3,51,1133141,1140108,4,3,1,1,NA,NA,1,2,07,1,1,NA,2,3,120,1,2,NA,3,NA,3,2,9,NA,2,NA,NA,NA,NA,NA,2,1,6,2,840,1,9,2,1,1,NA,1,2,1,3,NA,NA,1,3,680,1980,NA,1081900,4,1017,1,1,9500,62,01,2,3,07,1081900,0,4,4,4,1,1,1,5,0,3,0,0,0,NA,0,1,9,0,0,1,0,1,NA,NA,1,0,NA,2,13,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,4,3,3,13,8,1,4,3,3,2,8,2,2,4,4,4,1,4,2,2,5,4,4,2,2,3,8,5,3,8,3,3,3,2,2,6,4,3,1,6,3,1,1,2,4,5,1,2,3,3,4,9,4,3,4,2,4,5,3,3,1,3,3,4,8,2,4,2,8,2,1,3,5,7,7,2,4,a3i0p0s0t0,51757.69,1081900,No,No,No
H,2020HU0926588,5,51089,-9,3,51,1133141,1140108,15,2,1,1,2,1,1,3,02,1,2,0,2,3,180,2,2,NA,3,NA,2,1,9,1500,1,NA,NA,NA,NA,3,2,1,6,NA,NA,1,9,2,1,2,NA,1,2,1,2,NA,300000,6,2,NA,1970,1,80800,4,NA,NA,1,9500,67,01,1,1,02,80800,0,4,4,4,1,1,1,7,0,2,0,0,0,8,0,1,9,0,0,2,2,1,551,NA,0,1,2950,1,07,07,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,27,12,12,5,15,4,6,29,19,16,18,16,15,5,27,13,13,26,17,5,25,18,17,7,13,6,4,22,35,16,15,16,15,5,26,17,10,22,15,5,27,11,18,5,18,5,7,24,28,17,16,15,15,4,26,13,15,28,13,5,22,18,14,5,13,6,6,29,29,15,13,16,13,5,21,18,17,26,a2i0p0s0t0,43378.545,80800,No,No,No
H,2020HU0928743,5,51090,-9,3,51,1133141,1140108,4,1,1,3,1,NA,1,3,02,NA,2,0,NA,3,90,2,2,NA,4,110,1,NA,9,1200,2,NA,2,470,2,1,NA,1,7,NA,NA,1,9,NA,1,1,NA,1,2,1,1,NA,260000,1,3,120,1960,NA,NA,NA,NA,NA,1,9500,83,01,2,6,05,27600,0,4,4,4,1,1,1,7,0,NA,0,0,0,34,0,1,9,0,0,1,1,1,780,3,0,1,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,4,5,0,4,2,3,3,3,8,3,4,5,4,8,5,1,7,5,1,5,4,6,3,3,8,4,3,3,1,4,2,6,4,2,3,5,1,1,6,7,3,3,13,3,5,2,4,5,0,6,1,2,4,2,2,4,1,1,8,1,6,4,2,4,1,3,6,5,5,2,8,3,5,4,3,1,5,7,1,1,a1i0p0s0t0,28273.535,27600,Yes,NA,NA
H,2020HU0930283,5,51089,-9,3,51,1133141,1140108,12,4,1,3,2,1,1,2,02,NA,2,0,NA,3,200,2,2,NA,3,NA,3,NA,9,360,1,NA,1,550,1,1,NA,1,6,NA,NA,1,9,NA,1,1,NA,1,1,1,1,NA,70000,3,2,NA,1939,1,58000,2,NA,NA,2,1200,57,02,8,1,01,58000,0,2,2,2,1,1,1,6,1,4,0,0,1,16,0,1,9,0,1,0,0,2,750,3,0,1,1050,3,02,01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,19,5,3,5,3,16,5,16,3,13,16,13,9,3,3,10,9,11,10,21,17,8,11,9,20,16,8,20,16,12,19,26,10,16,25,21,20,6,4,9,14,5,4,5,6,13,3,13,4,12,9,9,12,7,4,10,12,6,8,18,15,13,14,12,13,18,12,22,15,22,16,19,11,8,13,18,14,2,a3i0p0s0t1,60038.56,58000,Yes,Yes,No
H,2020HU0931279,5,51089,-9,3,51,1133141,1140108,7,2,1,1,2,1,1,3,02,2,2,0,2,3,260,2,2,NA,3,NA,3,1,9,700,1,NA,NA,NA,NA,3,2,1,6,NA,NA,1,9,2,1,2,NA,1,2,1,2,NA,210000,0,2,NA,2000,1,62100,4,NA,NA,1,9500,78,01,1,1,02,62100,0,4,4,4,1,1,1,3,0,2,0,0,0,6,0,1,9,0,0,2,2,1,318,NA,0,1,0,0,09,09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,10,7,4,5,9,2,5,11,10,14,10,6,7,7,8,3,2,16,19,8,3,9,14,5,9,13,5,2,2,3,8,6,6,7,9,13,2,10,9,7,2,9,8,9,5,14,9,3,3,3,6,9,7,7,6,15,11,2,2,7,12,7,1,8,5,3,9,17,14,12,6,8,7,6,6,2,11,a2i0p0s0t0,43378.545,62100,No,No,No
H,2020HU0932647,5,51089,-9,3,51,1133141,1140108,19,1,1,1,NA,NA,1,2,09,2,2,NA,2,3,80,2,2,NA,3,NA,3,1,9,NA,1,NA,NA,NA,NA,NA,2,1,3,2,2100,1,9,2,1,2,NA,1,2,1,3,NA,NA,0,1,NA,1990,NA,NA,NA,2180,38,1,9500,90,01,1,6,05,68300,0,4,4,4,1,1,1,4,0,NA,0,0,0,NA,0,1,9,0,0,1,1,3,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,34,6,6,34,17,18,26,21,32,17,18,18,5,21,7,20,22,39,5,18,31,6,5,33,16,13,34,20,33,18,19,19,5,22,7,17,19,28,5,16,27,7,6,38,22,22,34,17,26,18,20,18,6,21,7,16,18,29,6,16,32,5,6,38,19,20,31,16,34,19,16,19,7,22,5,16,17,33,a1i0p0s0t0,28273.535,68300,No,NA,NA
H,2020HU0933637,5,51089,-9,3,51,1133141,1140108,18,4,1,1,3,1,1,3,02,1,2,0,2,2,NA,2,2,NA,4,130,2,2,9,1200,1,NA,1,1400,1,1,2,1,6,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,250000,3,2,NA,1970,1,501800,2,NA,NA,1,9500,51,01,1,1,02,501800,1,2,4,2,1,1,2,5,0,4,0,0,1,4,0,1,9,1,1,0,0,3,1530,3,0,0,0,3,01,01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22,38,20,7,17,21,7,15,27,35,31,19,19,26,17,17,5,4,6,5,22,7,15,36,26,20,37,17,5,7,5,20,17,20,16,15,32,27,25,8,15,5,30,31,16,15,25,23,7,6,8,20,17,18,17,16,29,34,29,34,15,25,21,4,17,21,7,19,32,31,31,19,18,15,21,21,5,8,6,24,a3i0p0s1t0,67475.62,501800,No,No,No
H,2020HU0934422,5,51090,-9,3,51,1133141,1140108,8,1,1,1,1,NA,1,3,03,1,2,0,2,3,280,2,2,NA,3,NA,3,1,9,670,1,NA,1,1100,1,1,2,1,7,NA,NA,1,9,2,1,1,NA,1,2,1,1,NA,300000,1,2,NA,1970,NA,NA,NA,NA,NA,1,9500,39,01,2,4,09,52020,0,4,4,4,1,1,1,3,0,NA,0,0,0,32,0,1,9,0,0,0,0,3,1380,3,0,1,4150,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,6,13,6,10,3,6,11,12,9,7,6,9,10,3,9,15,2,2,10,3,7,20,6,15,2,8,11,10,5,9,13,9,6,2,8,11,9,8,11,18,13,3,7,3,10,10,2,3,5,7,6,6,8,10,12,3,12,14,6,19,6,2,7,3,16,5,2,3,7,6,6,7,10,14,8,2,3,a1i0p0s0t0,28273.535,52020,No,NA,NA
H,2020HU0934442,5,51089,-9,3,51,1133141,1140108,11,4,1,1,1,NA,1,3,03,1,2,0,2,3,130,2,2,NA,4,20,3,1,9,400,1,NA,1,1900,1,1,2,1,7,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,349000,3,3,50,2000,1,115000,1,NA,NA,1,9500,28,01,1,1,01,140000,0,1,1,1,1,1,1,1,1,3,0,1,1,18,0,1,9,0,1,0,0,3,2054,3,0,1,1750,2,04,03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,11,4,3,24,21,4,7,16,3,3,12,17,20,7,9,11,9,11,23,12,10,4,3,20,15,3,12,21,4,3,13,12,16,13,10,10,11,15,20,11,12,3,3,17,16,5,11,19,4,3,11,15,21,12,11,12,9,10,15,11,15,4,3,22,21,4,12,20,3,3,13,11,16,11,12,11,11,16,a2i1p0s0t0,60440.175,115000,No,No,No
H,2020HU0934744,5,51089,-9,3,51,1133141,1140108,21,2,1,1,2,1,1,3,02,1,2,0,2,3,4,2,2,NA,3,NA,3,2,9,1500,1,NA,2,4,2,1,2,1,6,NA,NA,1,9,1,1,1,NA,1,1,1,1,NA,650000,3,2,NA,1939,1,189000,4,NA,NA,1,9500,24,01,1,1,02,189000,0,4,4,4,1,1,1,1,0,2,0,0,0,2,0,1,9,0,0,0,0,3,354,3,0,1,2650,2,01,01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17,50,36,18,29,38,25,22,70,69,25,30,22,30,20,16,14,26,21,6,16,10,9,34,25,7,19,20,10,6,7,8,17,8,18,6,26,53,15,42,30,33,30,24,30,27,16,18,64,43,28,30,29,29,28,35,19,20,17,7,21,8,12,61,18,9,22,13,8,10,4,6,18,8,17,8,16,32,27,41,a2i0p0s0t0,43378.545,189000,No,No,No
H,2020HU0935091,5,51089,-9,3,51,1133141,1140108,24,1,1,1,2,1,1,2,02,1,2,NA,2,3,70,2,2,NA,4,350,2,1,9,NA,1,NA,NA,NA,NA,NA,2,1,8,2,500,1,9,1,1,2,NA,1,2,1,3,NA,NA,1,2,NA,1939,NA,NA,NA,920,69,1,9500,79,01,1,4,09,16000,0,4,4,4,1,1,1,7,0,NA,0,0,0,NA,0,1,9,0,0,1,1,3,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,23,11,32,26,36,20,9,24,9,35,24,9,8,23,24,29,21,25,11,8,24,42,8,22,11,23,36,21,41,11,27,33,37,27,27,22,25,25,9,10,24,52,7,24,9,24,31,27,42,8,21,44,42,20,31,28,20,31,39,42,24,6,36,24,39,19,10,21,9,50,23,7,8,28,25,22,32,24,37,a1i0p0s0t0,28273.535,16000,Yes,NA,NA
H,2020HU0935516,5,51090,-9,3,51,1133141,1140108,22,2,1,1,NA,NA,1,1,07,1,1,NA,2,3,100,2,2,NA,3,NA,3,2,9,NA,1,NA,NA,NA,NA,NA,2,1,4,2,890,1,9,2,1,1,NA,1,2,1,3,NA,NA,1,1,NA,1990,1,40000,4,990,30,4,1750,41,01,9,1,02,40000,0,4,4,4,1,1,1,4,0,2,0,0,0,NA,0,1,9,0,0,0,0,2,NA,NA,1,0,NA,1,03,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,33,26,25,5,6,23,34,10,38,18,13,37,29,18,26,8,47,21,28,33,18,23,36,17,17,43,30,28,34,28,5,8,9,7,27,22,33,8,27,35,27,17,38,17,36,30,18,20,42,28,5,7,8,6,59,34,26,5,9,17,34,45,21,6,7,18,36,8,56,16,14,29,35,24,28,6,37,22,7,a2i0p0s0t0,43378.545,40000,Yes,Yes,No
H,2020HU0938492,5,51090,-9,3,51,1133141,1140108,16,2,1,1,1,NA,1,4,02,1,2,0,2,3,210,2,3,1300,4,40,1,1,9,900,1,NA,NA,NA,NA,3,2,1,8,NA,NA,1,9,2,1,1,NA,1,1,1,2,NA,375000,1,3,1200,1939,1,69000,4,NA,NA,1,9500,58,01,1,1,02,69000,0,4,4,4,1,1,1,3,0,2,0,0,0,14,0,1,9,0,0,1,0,3,779,NA,0,1,2950,2,04,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,15,14,22,11,23,17,28,21,21,9,23,23,5,9,21,6,15,6,4,17,23,19,32,14,19,27,18,24,12,6,20,20,5,17,13,4,25,8,5,12,17,14,26,26,23,13,10,39,11,4,27,22,8,34,11,5,15,5,6,18,13,11,21,15,33,11,16,31,15,5,38,41,5,15,15,10,11,4,a2i0p0s0t0,43378.545,69000,No,No,No
H,2020HU0939386,5,51090,-9,3,51,1133141,1140108,9,3,1,1,2,1,1,3,02,1,2,0,2,3,160,2,2,NA,3,NA,6,1,9,1000,1,NA,NA,NA,NA,3,2,1,5,NA,NA,1,9,2,1,1,840,1,1,1,1,NA,350000,2,2,NA,1980,3,54400,2,NA,NA,1,9500,38,01,1,2,03,84400,0,2,2,2,1,1,1,5,1,2,0,1,1,19,2,1,9,0,1,0,0,3,1321,2,0,1,2850,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,9,14,16,10,2,14,3,7,8,9,9,11,10,14,3,9,8,10,9,9,19,10,8,13,8,8,10,14,3,3,3,3,12,8,9,3,16,3,14,16,7,3,3,10,14,3,18,11,9,9,7,9,10,3,16,8,7,9,7,9,2,9,9,3,12,8,8,3,14,17,15,14,3,11,8,14,4,15,a2i0p0s1t0,56217.130000000005,54400,Yes,Yes,No
H,2020HU0939572,5,51090,-9,3,51,1133141,1140108,18,2,1,1,NA,NA,1,2,07,1,2,NA,2,3,40,2,2,NA,3,NA,1,1,9,NA,1,NA,NA,NA,NA,NA,2,1,4,2,1100,1,9,2,1,1,NA,1,1,1,3,NA,NA,2,2,NA,1940,NA,NA,NA,1140,101,1,9500,23,01,1,5,12,3500,0,4,4,4,1,1,1,1,0,NA,0,1,0,NA,0,1,9,0,0,0,0,3,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,19,11,34,19,15,21,9,41,9,33,15,5,25,31,8,14,26,15,39,22,50,13,22,19,22,19,6,16,5,21,21,7,14,25,5,4,28,15,19,18,19,15,49,16,17,34,6,52,6,25,16,7,28,23,9,16,27,14,21,21,33,15,22,15,18,24,6,13,5,15,25,7,18,32,10,7,37,24,40,a1i0p0s0t0,28273.535,3500,Yes,NA,NA
H,2020HU0941114,5,51089,-9,3,51,1133141,1140108,26,2,1,1,1,NA,1,3,02,1,2,0,2,3,170,2,2,NA,4,300,1,2,9,1500,1,NA,1,1200,1,1,2,1,5,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,250000,1,3,1400,2000,1,76100,4,NA,NA,1,9500,28,01,1,1,02,76100,0,4,4,4,1,1,1,1,0,2,0,0,0,28,0,1,9,0,0,0,0,3,1787,3,0,1,1450,2,01,01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,40,33,6,20,38,45,28,27,25,28,38,12,47,44,6,29,14,24,6,43,36,53,7,16,45,40,21,28,23,30,31,11,38,48,7,20,10,26,37,9,34,8,42,18,8,10,27,28,21,21,41,43,30,10,34,27,62,26,39,10,33,5,44,19,6,8,16,24,23,42,38,51,33,7,45,36,40,33,9,a2i0p0s0t0,43378.545,76100,No,No,No
H,2020HU0941618,5,51090,-9,3,51,1133141,1140108,16,2,1,1,1,NA,1,3,02,1,2,0,2,3,90,2,2,NA,3,NA,3,1,9,1100,1,NA,NA,NA,NA,3,2,1,7,NA,NA,1,9,2,1,1,NA,1,2,1,2,NA,350000,2,3,870,1970,1,84600,4,NA,NA,1,9500,71,01,1,1,02,84600,0,4,4,4,1,1,1,6,0,2,0,0,0,6,0,1,9,0,0,2,2,3,442,NA,0,1,2250,0,09,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,20,14,16,5,26,4,14,26,32,29,18,6,29,13,17,16,15,18,5,6,14,17,16,4,28,6,17,26,26,33,17,5,29,16,15,15,16,18,7,6,18,12,17,4,24,5,18,28,33,25,18,5,28,12,16,16,15,18,6,6,16,16,19,5,26,6,20,31,29,27,19,5,28,17,13,16,15,17,a2i0p0s0t0,43378.545,84600,No,No,No
H,2020HU0943643,5,51089,-9,3,51,1133141,1140108,51,5,1,1,3,1,1,4,02,1,2,0,2,3,170,2,2,NA,3,NA,3,1,9,3600,1,NA,1,1900,1,1,2,1,9,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,385000,2,2,NA,2000,1,296800,4,NA,NA,2,1200,55,04,1,1,02,296800,0,4,4,4,1,1,1,2,0,5,0,0,0,8,0,1,9,0,0,0,0,3,2070,3,0,0,2050,3,02,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,42,77,23,58,21,51,53,20,72,61,13,24,93,57,51,77,45,58,21,38,62,54,75,49,56,79,51,92,49,19,52,93,21,41,58,24,43,15,38,47,45,79,84,61,85,56,56,71,67,19,77,67,14,59,69,13,45,19,56,36,61,39,18,51,21,64,56,22,46,93,19,23,94,41,49,74,46,45,69,a5c0,67524.63,296800,No,No,No
H,2020HU0944314,5,51089,-9,3,51,1133141,1140108,14,2,1,1,1,NA,1,3,02,1,2,0,2,3,130,2,2,NA,4,40,2,1,9,750,1,NA,1,1000,2,1,2,1,7,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,180000,2,3,300,1960,1,129900,4,NA,NA,1,9500,71,01,2,1,02,129900,0,4,4,4,1,1,1,6,0,2,0,0,0,12,0,1,9,0,0,2,2,3,1291,3,0,1,1150,1,07,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,23,4,18,11,4,10,11,4,16,19,14,5,23,20,45,21,4,13,14,11,24,5,17,24,5,17,14,4,11,12,19,4,27,23,15,26,4,15,17,13,5,41,17,12,18,13,13,24,10,20,10,17,5,3,3,3,27,23,19,13,5,21,8,17,34,12,13,18,15,13,16,23,3,4,4,6,25,11,a2i0p0s0t0,43378.545,129900,No,No,No
